"ProductID","Brand","Class","Assembly_status","Material_type","Required_capacity","Purchasing_cost","Selling_price","WeeklyDiscount","WeeklyDemand"
"P75422973","Grovelane","Bedding and bath","Not required","Polyester",1.8,341,417.99,33,158
"P75422974","Mercury Row","Bedding and bath","Not required","Polyester",1.8,48,58.99,32,146
"P75422975","Bosch","Appliances","Not Included","Steel",10.6,411,706.99,25,32
"P75422976","Rosdorf Park","Decor","Not required","Glass",8.4,922,1654.99,12,71
"P75422977","Bosch","Appliances","Not required","Steel",10.6,1043,1639.99,28,35
"P75422978","AllModern","Bedding and bath","Not required","Flannel",1.9,293,355.99,46,151
"P75422979","Samsung","Appliances","Not required","Steel",10.9,252,349.99,26,58
"P75422980","World Menagerie","Decor","Not required","Glass",8.1,548,981.99,14,65
"P75422981","17 stories","Rugs","Not required","Wool",2.8,548,879.99,37,79
"P75422982","AllModern","Bedding and bath","Not required","Flannel",1.6,347,416.99,37,131
"P75422983","Bosch","Appliances","Not required","Plastics",11.1,1070,1650.99,19,40
"P75422984","Alwyn Home","Bedding and bath","Not required","Polyester",1.9,339,383.99,44,167
"P75422985","Samsung","Appliances","Not required","Plastics",10.5,718,885.99,18,52
"P75422986","Samsung","Appliances","Not Included","Steel",10.8,637,1090.99,27,28
"P75422987","World Menagerie","Decor","Not required","Wood",8.1,417,758.99,18,95
"P75422988","Alwyn Home","Bedding and bath","Not required","Cotton",1.6,351,409.99,33,142
"P75422989","Bosch","Appliances","Not Included","Steel",10.8,99,143.99,16,37
"P75422990","Grovelane","Bedding and bath","Not required","Cotton",1.9,109,135.99,31,160
"P75422991","Mercury Row","Rugs","Not required","Cotton",2.8,455,846.99,37,112
"P75422992","Bosch","Appliances","Not required","Plastics",10.9,746,1176.99,16,35
"P75422993","Mercury Row","Bedding and bath","Not required","Cotton",1.8,75,84.99,46,166
"P75422994","Samsung","Appliances","Not required","Plastics",10.7,895,1463.99,21,45
"P75422995","Bosch","Appliances","Not required","Steel",10.7,529,721.99,23,38
"P75422996","Grovelane","Bedding and bath","Not required","Flannel",1.7,206,246.99,48,146
"P75422997","Mercury Row","Rugs","Not required","Cotton",2.9,328,581.99,33,107
"P75422998","Rosdorf Park","Decor","Not required","Glass",8.3,114,195.99,11,67
"P75422999","Rosdorf Park","Decor","Not required","Wood",8.3,567,905.99,17,75
"P75423000","World Menagerie","Decor","Not required","Wood",7.8,816,1378.99,20,86
"P75423002","Rosdorf Park","Decor","Not required","Glass",7.2,865,1324.99,12,76
"P75423004","Mercury Row","Rugs","Not required","Wool",3,281,483.99,35,122
"P75423005","AllModern","Bedding and bath","Not required","Polyester",1.9,262,294.99,48,147
"P75423006","GE","Appliances","Not Included","Steel",10.8,1043,1725.99,17,34
"P75423007","World Menagerie","Decor","Not required","Wood",7.5,361,586.99,11,69
"P75423008","Everly Quinn","Decor","Not required","Wood",7.3,698,1045.99,14,84
"P75423009","Alwyn Home","Bedding and bath","Not required","Polyester",1.8,360,423.99,42,148
"P75423010","Union Rustic","Rugs","Not required","Cotton",2.8,148,277.99,31,99
"P75423012","Everly Quinn","Decor","Not required","Wood",7.1,727,1140.99,17,67
"P75423013","Rosdorf Park","Decor","Not required","Wood",7.5,911,1301.99,13,65
"P75423014","17 stories","Rugs","Not required","Cotton",2.9,264,467.99,37,101
"P75423015","Ashley","Furniture","Not Included","Wood",43.5,1315,2295.99,17,14
"P75423016","Bosch","Appliances","Not required","Steel",10.8,151,224.99,24,29
"P75423017","Everly Quinn","Decor","Not required","Wood",7.4,673,1051.99,20,76
"P75423018","GE","Appliances","Not required","Plastics",11.2,452,726.99,23,36
"P75423019","World Menagerie","Decor","Not required","Wood",7.3,788,1149.99,16,77
"P75423020","GE","Appliances","Not required","Steel",11,506,677.99,28,39
"P75423021","World Menagerie","Decor","Not required","Glass",7.7,253,425.99,16,72
"P75423022","Grovelane","Bedding and bath","Not required","Cotton",1.9,355,402.99,37,142
"P75423023","17 stories","Rugs","Not required","Wool",2.6,459,759.99,27,104
"P75423024","Ashley","Furniture","Not Included","Fabric",46,1284,2589.99,13,16
"P75423025","Samsung","Appliances","Not required","Steel",11,309,435.99,24,34
"P75423026","17 stories","Rugs","Not required","Silk",2.7,393,702.99,31,121
"P75423027","AllModern","Bedding and bath","Not required","Cotton",1.6,298,344.99,34,156
"P75423028","Union Rustic","Rugs","Not required","Cotton",2.6,463,876.99,27,112
"P75423029","Samsung","Appliances","Not required","Steel",11.1,853,1342.99,23,31
"P75423031","Ashley","Furniture","Not Included","Fabric",46.3,1139,2460.99,15,8
"P75423032","GE","Appliances","Not required","Steel",10.7,884,1166.99,17,33
"P75423033","World Menagerie","Decor","Not required","Glass",7.3,664,1104.99,11,83
"P75423034","World Menagerie","Decor","Not required","Glass",7.2,747,1138.99,10,65
"P75423035","GE","Appliances","Not required","Plastics",10.5,927,1163.99,23,35
"P75423036","Rosdorf Park","Decor","Not required","Wood",7.6,454,834.99,19,82
"P75423037","Ashley","Furniture","Included","Leather",48,2882,5664.99,19,29
"P75423038","Alwyn Home","Bedding and bath","Not required","Cotton",1.6,278,328.99,30,150
"P75423039","Rosdorf Park","Decor","Not required","Glass",8.1,906,1327.99,12,78
"P75423040","Grovelane","Bedding and bath","Not required","Cotton",1.8,282,327.99,46,151
"P75423041","Grovelane","Bedding and bath","Not required","Polyester",1.6,366,451.99,31,167
"P75423042","17 stories","Rugs","Not required","Wool",2.7,472,810.99,29,110
"P75423043","Rosdorf Park","Decor","Not required","Glass",7.8,686,1013.99,15,84
"P75423044","Mercury Row","Rugs","Not required","Silk",2.8,131,245.99,33,122
"P75423045","World Menagerie","Decor","Not required","Glass",7.7,549,877.99,17,90
"P75423046","GE","Appliances","Not required","Steel",11.1,499,666.99,16,30
"P75423047","Samsung","Appliances","Not Included","Steel",11.1,413,539.99,27,30
"P75423048","Samsung","Appliances","Not required","Steel",10.7,732,1087.99,30,46
"P75423049","Everly Quinn","Decor","Not required","Glass",7.3,64,93.99,10,75
"P75423050","Rosdorf Park","Decor","Not required","Glass",7.9,317,569.99,19,60
"P75423051","Samsung","Appliances","Not required","Plastics",10.7,742,928.99,23,34
"P75423052","GE","Appliances","Not required","Plastics",11.1,986,1322.99,23,34
"P75423053","Bosch","Appliances","Not required","Steel",11.1,38,62.99,30,37
"P75423054","Everly Quinn","Decor","Not required","Wood",8.1,207,300.99,17,74
"P75423055","Everly Quinn","Decor","Not required","Glass",7.4,420,618.99,18,71
"P75423056","Alwyn Home","Bedding and bath","Not required","Flannel",1.9,357,433.99,32,141
"P75423057","Mercury Row","Bedding and bath","Not required","Cotton",1.8,353,410.99,48,137
"P75423058","Union Rustic","Rugs","Not required","Cotton",2.6,313,584.99,40,118
"P75423060","Rosdorf Park","Decor","Not required","Wood",7.4,885,1388.99,15,78
"P75423061","Grovelane","Bedding and bath","Not required","Cotton",1.6,161,198.99,38,148
"P75423064","World Menagerie","Decor","Not required","Wood",7.8,588,824.99,19,87
"P75423065","Rosdorf Park","Decor","Not required","Glass",8.4,32,55.99,19,72
"P75423066","AllModern","Bedding and bath","Not required","Polyester",1.8,242,280.99,47,163
"P75423067","Mercury Row","Bedding and bath","Not required","Polyester",1.7,312,354.99,42,155
"P75423068","AllModern","Bedding and bath","Not required","Polyester",1.6,338,416.99,39,156
"P75423069","Everly Quinn","Decor","Not required","Glass",8.3,1057,1655.99,20,77
"P75423070","Mercury Row","Bedding and bath","Not required","Polyester",1.5,116,132.99,43,154
"P75423071","GE","Appliances","Not required","Steel",10.5,363,601.99,15,30
"P75423072","Grovelane","Bedding and bath","Not required","Cotton",1.6,366,429.99,42,141
"P75423073","GE","Appliances","Not required","Plastics",11,938,1494.99,21,53
"P75423074","Rosdorf Park","Decor","Not required","Glass",7.8,912,1531.99,10,68
"P75423075","World Menagerie","Decor","Not required","Wood",7.1,841,1422.99,16,86
"P75423076","Everly Quinn","Decor","Not required","Wood",7.1,598,997.99,19,76
"P75423077","Grovelane","Bedding and bath","Not required","Polyester",1.7,187,223.99,37,136
"P75423078","17 stories","Rugs","Not required","Cotton",2.7,432,735.99,28,89
"P75423079","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,404,456.99,37,144
"P75423080","Samsung","Appliances","Not required","Plastics",10.6,525,746.99,18,41
"P75423081","Mercury Row","Bedding and bath","Not required","Flannel",1.6,248,297.99,30,135
"P75423082","Bosch","Appliances","Not required","Steel",10.7,305,490.99,19,28
"P75423083","Bosch","Appliances","Not Included","Steel",10.7,166,216.99,19,30
"P75423084","Grovelane","Bedding and bath","Not required","Flannel",1.8,376,454.99,48,160
"P75423085","Everly Quinn","Decor","Not required","Glass",7.4,632,961.99,13,83
"P75423086","17 stories","Rugs","Not required","Cotton",2.7,410,672.99,23,97
"P75423087","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,305,343.99,35,159
"P75423088","AllModern","Bedding and bath","Not required","Flannel",1.9,127,148.99,37,142
"P75423089","Everly Quinn","Decor","Not required","Glass",8.2,167,239.99,11,76
"P75423090","AllModern","Bedding and bath","Not required","Cotton",1.8,41,50.99,40,129
"P75423091","Mercury Row","Bedding and bath","Not required","Cotton",1.7,217,261.99,35,149
"P75423092","Union Rustic","Rugs","Not required","Cotton",2.6,192,364.99,35,111
"P75423093","Everly Quinn","Decor","Not Included","Glass",7.2,563,792.99,17,93
"P75423094","Grovelane","Bedding and bath","Not required","Polyester",1.9,363,407.99,41,162
"P75423096","Rosdorf Park","Decor","Not required","Wood",7.1,838,1324.99,19,71
"P75423099","Mercury Row","Bedding and bath","Not required","Flannel",1.8,137,164.99,37,129
"P75423100","Samsung","Appliances","Not required","Plastics",10.6,470,754.99,16,32
"P75423101","World Menagerie","Decor","Not required","Wood",7.4,1065,1965.99,20,73
"P75423102","GE","Appliances","Not required","Plastics",11.1,64,93.99,22,38
"P75423103","Rosdorf Park","Decor","Not required","Glass",7.1,629,967.99,17,79
"P75423104","GE","Appliances","Not Included","Plastics",10.9,1052,1620.99,26,36
"P75423106","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,285,325.99,34,170
"P75423107","Bosch","Appliances","Not required","Steel",10.7,108,133.99,25,35
"P75423108","Mercury Row","Rugs","Not required","Cotton",2.7,292,521.99,37,131
"P75423109","Rosdorf Park","Decor","Not required","Wood",7.4,132,222.99,11,79
"P75423110","Bosch","Appliances","Not required","Steel",10.6,841,1085.99,26,38
"P75423111","Union Rustic","Rugs","Not required","Cotton",2.7,201,322.99,23,112
"P75423112","Mercury Row","Rugs","Not required","Cotton",2.6,111,203.99,38,106
"P75423113","Mercury Row","Bedding and bath","Not required","Flannel",1.8,365,430.99,47,157
"P75423114","GE","Appliances","Not required","Steel",10.6,592,890.99,22,45
"P75423115","Samsung","Appliances","Not Included","Steel",10.8,147,226.99,20,32
"P75423116","Union Rustic","Rugs","Not required","Cotton",2.8,152,280.99,25,113
"P75423117","GE","Appliances","Not required","Steel",10.6,474,721.99,19,39
"P75423118","Everly Quinn","Decor","Not required","Wood",7.7,164,283.99,10,77
"P75423119","AllModern","Bedding and bath","Not required","Flannel",1.6,377,427.99,48,163
"P75423120","Grovelane","Bedding and bath","Not required","Polyester",1.8,184,225.99,45,159
"P75423121","Bosch","Appliances","Not required","Plastics",10.7,865,1173.99,19,34
"P75423122","World Menagerie","Decor","Not required","Wood",8.2,683,1021.99,19,89
"P75423123","Rosdorf Park","Decor","Not Included","Wood",7.8,277,427.99,17,94
"P75423124","Grovelane","Bedding and bath","Not required","Polyester",1.6,360,422.99,35,143
"P75423125","Alwyn Home","Bedding and bath","Not required","Cotton",1.8,230,265.99,44,125
"P75423126","Samsung","Appliances","Not required","Plastics",11,378,601.99,29,41
"P75423127","Grovelane","Bedding and bath","Not required","Cotton",1.8,314,378.99,35,169
"P75423128","Everly Quinn","Decor","Not required","Glass",7.4,542,931.99,14,79
"P75423129","Mercury Row","Bedding and bath","Not required","Polyester",1.7,395,459.99,33,144
"P75423130","World Menagerie","Decor","Not required","Wood",7.7,175,322.99,14,74
"P75423131","Bosch","Appliances","Not required","Steel",11,207,306.99,28,35
"P75423132","Bosch","Appliances","Not required","Plastics",10.7,447,722.99,16,41
"P75423133","Bosch","Appliances","Not required","Plastics",10.7,1025,1693.99,29,31
"P75423135","17 stories","Rugs","Not required","Cotton",2.7,224,371.99,26,90
"P75423136","Mercury Row","Rugs","Not required","Cotton",2.6,333,632.99,26,106
"P75423137","Ashley","Furniture","Not required","Fabric",47.1,1514,2630.99,12,12
"P75423138","Rosdorf Park","Decor","Not required","Wood",7.6,830,1196.99,20,81
"P75423139","Ashley","Furniture","Not Included","Fabric",43.5,1649,3552.99,19,15
"P75423140","Bosch","Appliances","Not required","Steel",10.6,192,313.99,24,47
"P75423141","Grovelane","Bedding and bath","Not required","Flannel",1.8,251,306.99,47,146
"P75423142","Alwyn Home","Bedding and bath","Not required","Flannel",1.9,155,183.99,42,168
"P75423143","Mercury Row","Rugs","Not required","Wool",3,269,460.99,40,118
"P75423144","Bosch","Appliances","Not required","Steel",11.1,561,849.99,21,24
"P75423145","Bosch","Appliances","Not required","Steel",10.9,777,1243.99,23,36
"P75423146","Rosdorf Park","Decor","Not required","Wood",7.2,1089,1624.99,12,79
"P75423147","GE","Appliances","Not required","Steel",10.7,270,344.99,15,39
"P75423148","Grovelane","Bedding and bath","Not required","Flannel",1.6,315,388.99,36,146
"P75423149","Ashley","Furniture","Not Included","Fabric",44.1,770,1517.99,13,10
"P75423150","Rosdorf Park","Decor","Not required","Glass",7.8,321,503.99,16,97
"P75423151","World Menagerie","Decor","Not required","Wood",7.7,137,231.99,16,57
"P75423152","AllModern","Bedding and bath","Not required","Flannel",1.8,207,235.99,42,139
"P75423153","Alwyn Home","Bedding and bath","Not required","Polyester",1.8,215,244.99,40,132
"P75423154","Rosdorf Park","Decor","Not required","Glass",8.1,331,519.99,11,87
"P75423155","AllModern","Bedding and bath","Not required","Cotton",1.6,216,265.99,42,175
"P75423156","Ashley","Furniture","Not Included","Leather",43.3,2280,4644.99,19,10
"P75423157","Samsung","Appliances","Not required","Plastics",10.7,221,382.99,17,33
"P75423158","Bosch","Appliances","Not required","Steel",10.9,74,96.99,19,32
"P75423159","Bosch","Appliances","Not required","Steel",10.9,370,503.99,19,41
"P75423160","Grovelane","Bedding and bath","Not required","Flannel",1.9,314,375.99,37,148
"P75423161","Bosch","Appliances","Not required","Steel",11,123,167.99,19,31
"P75423162","Rosdorf Park","Decor","Not required","Wood",7.3,23,39.99,12,92
"P75423163","17 stories","Rugs","Not required","Wool",2.9,139,226.99,38,122
"P75423164","Mercury Row","Bedding and bath","Not required","Polyester",1.7,80,94.99,41,138
"P75423165","AllModern","Bedding and bath","Not required","Polyester",1.9,278,317.99,39,171
"P75423166","Ethan Allen","Furniture","Not Included","Fabric",44.6,899,1862.99,13,16
"P75423167","AllModern","Bedding and bath","Not required","Cotton",1.9,196,229.99,35,120
"P75423168","Alwyn Home","Bedding and bath","Not required","Flannel",1.7,336,386.99,38,130
"P75423169","GE","Appliances","Not required","Plastics",10.9,1021,1308.99,26,34
"P75423170","GE","Appliances","Not Included","Steel",10.7,1169,1467.99,15,30
"P75423171","Grovelane","Bedding and bath","Not required","Cotton",1.9,268,325.99,46,138
"P75423172","AllModern","Bedding and bath","Not required","Polyester",1.7,132,161.99,40,142
"P75423173","Everly Quinn","Decor","Not required","Wood",8.4,745,1220.99,10,73
"P75423174","Everly Quinn","Decor","Not Included","Wood",7.3,951,1468.99,18,94
"P75423175","Everly Quinn","Decor","Not required","Wood",7.4,846,1270.99,11,96
"P75423176","AllModern","Bedding and bath","Not required","Polyester",1.5,292,345.99,35,139
"P75423177","Rosdorf Park","Decor","Not required","Glass",7.2,970,1708.99,16,69
"P75423178","GE","Appliances","Not required","Steel",10.8,796,1153.99,15,32
"P75423179","Mercury Row","Rugs","Not required","Cotton",2.8,553,985.99,31,97
"P75423180","GE","Appliances","Not required","Steel",10.6,753,1196.99,18,42
"P75423181","Grovelane","Bedding and bath","Not required","Cotton",1.5,169,189.99,35,154
"P75423182","Samsung","Appliances","Not Included","Steel",10.7,617,1049.99,20,36
"P75423183","Mercury Row","Rugs","Not required","Cotton",2.9,111,202.99,40,101
"P75423184","17 stories","Rugs","Not required","Cotton",3,389,723.99,37,115
"P75423185","Ashley","Furniture","Not Included","Wood",46.5,1537,2675.99,18,14
"P75423186","Alwyn Home","Bedding and bath","Not required","Polyester",1.8,370,452.99,48,167
"P75423187","Rosdorf Park","Decor","Not required","Wood",8.3,250,432.99,11,81
"P75423188","Mercury Row","Rugs","Not required","Silk",2.8,107,175.99,30,101
"P75423189","Rosdorf Park","Decor","Not required","Wood",8.1,795,1347.99,17,90
"P75423190","Samsung","Appliances","Not Included","Steel",10.7,570,824.99,29,27
"P75423191","Samsung","Appliances","Not required","Steel",11.1,860,1408.99,21,34
"P75423192","17 stories","Rugs","Not required","Wool",2.9,167,316.99,40,101
"P75423193","Grovelane","Bedding and bath","Not required","Cotton",1.6,283,342.99,43,137
"P75423194","AllModern","Bedding and bath","Not required","Flannel",1.6,387,460.99,38,150
"P75423196","Grovelane","Bedding and bath","Not required","Polyester",1.9,90,101.99,48,155
"P75423197","Samsung","Appliances","Not required","Plastics",10.9,1173,1451.99,21,35
"P75423198","Bosch","Appliances","Not Included","Steel",11.1,85,116.99,20,30
"P75423199","Bosch","Appliances","Not required","Steel",10.9,820,1196.99,29,32
"P75423200","Bosch","Appliances","Not required","Plastics",10.6,268,350.99,18,32
"P75423201","Grovelane","Bedding and bath","Not required","Cotton",1.5,400,462.99,37,156
"P75423202","Rosdorf Park","Decor","Not Included","Wood",7.5,763,1271.99,15,94
"P75423203","Grovelane","Bedding and bath","Not required","Cotton",1.5,170,201.99,36,159
"P75423204","17 stories","Rugs","Not required","Cotton",2.9,342,582.99,39,102
"P75423205","Samsung","Appliances","Not required","Steel",10.7,949,1496.99,22,41
"P75423206","Union Rustic","Rugs","Not required","Cotton",2.7,349,596.99,26,128
"P75423207","Union Rustic","Rugs","Not required","Silk",2.7,470,761.99,28,97
"P75423208","Mercury Row","Rugs","Not required","Cotton",2.7,378,633.99,32,105
"P75423209","Grovelane","Bedding and bath","Not required","Polyester",1.9,128,149.99,40,143
"P75423210","Rosdorf Park","Decor","Not required","Wood",7.2,946,1351.99,12,78
"P75423211","Everly Quinn","Decor","Not required","Wood",7.7,260,371.99,19,65
"P75423212","Everly Quinn","Decor","Not required","Wood",7.6,960,1654.99,18,96
"P75423213","Bosch","Appliances","Not Included","Steel",11.1,231,379.99,26,32
"P75423214","Mercury Row","Bedding and bath","Not required","Flannel",1.7,268,320.99,43,149
"P75423215","GE","Appliances","Not required","Steel",10.7,741,1247.99,22,37
"P75423216","World Menagerie","Decor","Not required","Wood",8.1,457,685.99,20,69
"P75423217","Mercury Row","Bedding and bath","Not required","Flannel",1.6,316,391.99,42,141
"P75423218","Mercury Row","Bedding and bath","Not required","Polyester",1.8,397,465.99,31,148
"P75423219","17 stories","Rugs","Not required","Cotton",3,200,377.99,29,93
"P75423220","Rosdorf Park","Decor","Not required","Wood",7.3,855,1368.99,20,73
"P75423221","AllModern","Bedding and bath","Not required","Polyester",1.5,385,461.99,35,172
"P75423222","GE","Appliances","Not required","Steel",11.1,1116,1556.99,30,42
"P75423223","17 stories","Rugs","Not required","Cotton",2.8,387,645.99,22,130
"P75423224","Mercury Row","Rugs","Not required","Wool",3,233,387.99,21,103
"P75423225","Samsung","Appliances","Not required","Steel",10.7,86,107.99,24,39
"P75423226","Alwyn Home","Bedding and bath","Not required","Flannel",1.6,333,389.99,42,135
"P75423227","Alwyn Home","Bedding and bath","Not required","Flannel",1.7,155,190.99,47,142
"P75423228","Samsung","Appliances","Not required","Steel",11.1,464,594.99,29,34
"P75423229","Mercury Row","Rugs","Not required","Wool",2.7,407,667.99,38,96
"P75423230","World Menagerie","Decor","Not Included","Glass",7.1,412,622.99,14,87
"P75423231","Grovelane","Bedding and bath","Not required","Cotton",1.6,75,86.99,38,152
"P75423232","World Menagerie","Decor","Not required","Wood",7.5,617,1098.99,11,91
"P75423233","17 stories","Rugs","Not required","Cotton",2.7,450,753.99,26,115
"P75423234","Samsung","Appliances","Not Included","Steel",11.1,239,355.99,17,25
"P75423235","Everly Quinn","Decor","Not required","Glass",7.2,88,151.99,16,77
"P75423236","Grovelane","Bedding and bath","Not required","Polyester",1.9,117,139.99,31,178
"P75423237","Union Rustic","Rugs","Not required","Cotton",2.7,241,435.99,34,104
"P75423238","Bosch","Appliances","Not required","Plastics",10.8,934,1257.99,23,39
"P75423239","World Menagerie","Decor","Not required","Wood",8.2,943,1537.99,11,87
"P75423240","Grovelane","Bedding and bath","Not required","Flannel",1.9,52,59.99,43,160
"P75423241","17 stories","Rugs","Not required","Wool",3,365,611.99,23,108
"P75423242","Rosdorf Park","Decor","Not required","Wood",8,757,1116.99,19,84
"P75423243","17 stories","Rugs","Not required","Wool",2.8,152,264.99,31,102
"P75423244","Samsung","Appliances","Not required","Steel",10.6,350,591.99,19,40
"P75423245","AllModern","Bedding and bath","Not required","Flannel",1.6,254,300.99,37,176
"P75423247","Mercury Row","Rugs","Not required","Cotton",2.8,537,964.99,35,112
"P75423249","Samsung","Appliances","Not required","Steel",11.1,302,374.99,17,37
"P75423250","Grovelane","Bedding and bath","Not required","Flannel",1.8,97,113.99,35,121
"P75423251","World Menagerie","Decor","Not required","Wood",8.3,373,617.99,14,62
"P75423252","17 stories","Rugs","Not required","Cotton",2.6,396,653.99,23,116
"P75423253","AllModern","Bedding and bath","Not required","Cotton",1.5,86,99.99,36,149
"P75423254","Mercury Row","Rugs","Not required","Cotton",2.8,298,491.99,25,107
"P75423255","World Menagerie","Decor","Not required","Glass",7.7,463,813.99,18,73
"P75423256","AllModern","Bedding and bath","Not required","Cotton",1.9,95,116.99,47,129
"P75423263","Rosdorf Park","Decor","Not required","Glass",8.1,392,553.99,12,73
"P75423264","Grovelane","Bedding and bath","Not required","Cotton",1.8,378,430.99,38,161
"P75423265","AllModern","Bedding and bath","Not required","Flannel",1.6,135,156.99,46,149
"P75423266","Rosdorf Park","Decor","Not required","Wood",7.5,10,14.99,13,92
"P75423267","Ashley","Furniture","Included","Fabric",48.3,930,1813.99,13,26
"P75423268","Rosdorf Park","Decor","Not required","Wood",8,165,252.99,11,81
"P75423269","Grovelane","Bedding and bath","Not required","Cotton",1.7,241,283.99,49,152
"P75423270","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,280,331.99,45,149
"P75423271","Rosdorf Park","Decor","Not Included","Glass",7.5,815,1330.99,10,94
"P75423272","Samsung","Appliances","Not required","Steel",11.1,138,202.99,26,42
"P75423273","Bosch","Appliances","Not required","Steel",11.2,956,1616.99,26,41
"P75423274","Everly Quinn","Decor","Not required","Glass",8.3,113,165.99,17,77
"P75423275","Union Rustic","Rugs","Not required","Wool",2.8,351,664.99,31,105
"P75423280","Bosch","Appliances","Not required","Steel",11.2,964,1570.99,19,44
"P75423281","Samsung","Appliances","Not required","Steel",10.8,1123,1468.99,17,51
"P75423282","AllModern","Bedding and bath","Not required","Flannel",1.8,95,112.99,35,167
"P75423283","Alwyn Home","Bedding and bath","Not required","Cotton",1.7,354,429.99,34,145
"P75423284","17 stories","Rugs","Not required","Cotton",2.8,265,500.99,22,102
"P75423285","Everly Quinn","Decor","Not required","Glass",7.3,409,664.99,17,75
"P75423286","Grovelane","Bedding and bath","Not required","Polyester",1.8,149,183.99,36,154
"P75423287","Samsung","Appliances","Not required","Steel",10.9,641,955.99,25,33
"P75423288","Union Rustic","Rugs","Not required","Cotton",2.9,140,265.99,23,115
"P75423289","17 stories","Rugs","Not required","Cotton",2.8,553,1032.99,28,113
"P75423290","17 stories","Rugs","Not required","Cotton",2.6,109,197.99,25,118
"P75423291","GE","Appliances","Not Included","Plastics",10.5,371,459.99,20,32
"P75423292","Mercury Row","Bedding and bath","Not required","Polyester",1.7,244,300.99,45,151
"P75423293","Rosdorf Park","Decor","Not required","Wood",7.6,771,1402.99,15,86
"P75423294","Union Rustic","Rugs","Not required","Cotton",2.6,306,506.99,27,117
"P75423295","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,363,440.99,30,143
"P75423296","Samsung","Appliances","Not required","Steel",10.6,598,737.99,28,40
"P75423297","17 stories","Rugs","Not required","Wool",3,225,404.99,35,124
"P75423298","Mercury Row","Rugs","Not required","Cotton",2.9,144,244.99,38,101
"P75423299","GE","Appliances","Not required","Steel",10.6,519,753.99,28,35
"P75423300","Alwyn Home","Bedding and bath","Not required","Polyester",1.7,279,319.99,36,140
"P75423301","Alwyn Home","Bedding and bath","Not required","Flannel",1.7,187,213.99,35,143
"P75423302","AllModern","Bedding and bath","Not required","Cotton",1.9,51,61.99,49,148
"P75423303","Everly Quinn","Decor","Not required","Glass",8,312,551.99,18,74
"P75423304","GE","Appliances","Not required","Plastics",11.1,841,1186.99,19,52
"P75423305","AllModern","Bedding and bath","Not required","Flannel",1.8,172,200.99,50,161
"P75423306","GE","Appliances","Not Included","Plastics",10.5,344,567.99,26,32
"P75423307","Grovelane","Bedding and bath","Not required","Polyester",1.8,298,369.99,32,127
"P75423308","Union Rustic","Rugs","Not required","Cotton",2.9,317,598.99,36,111
"P75423309","GE","Appliances","Not Included","Steel",10.6,837,1099.99,27,24
"P75423310","Alwyn Home","Bedding and bath","Not required","Cotton",1.5,151,182.99,36,151
"P75423311","Bosch","Appliances","Not required","Steel",10.7,120,171.99,25,43
"P75423312","Alwyn Home","Bedding and bath","Not required","Cotton",1.7,338,385.99,33,121
"P75423313","World Menagerie","Decor","Not required","Wood",7.4,517,776.99,10,93
"P75423314","Grovelane","Bedding and bath","Not required","Flannel",1.8,326,400.99,40,154
"P75423315","AllModern","Bedding and bath","Not required","Cotton",1.6,118,135.99,32,163
"P75423316","Bosch","Appliances","Not required","Steel",11.1,157,253.99,16,34
"P75423317","Mercury Row","Rugs","Not required","Wool",2.5,443,762.99,22,133
"P75423318","Everly Quinn","Decor","Not required","Wood",8,105,156.99,16,87
"P75423319","Ashley","Furniture","Not Included","Leather",46.2,2398,4377.99,19,9
"P75423320","Union Rustic","Rugs","Not required","Cotton",2.7,231,433.99,32,109
"P75423321","Everly Quinn","Decor","Not required","Wood",7.2,160,274.99,16,86
"P75423322","AllModern","Bedding and bath","Not required","Polyester",1.7,180,212.99,43,166
"P75423323","Ethan Allen","Furniture","Not Included","Wood",45,1672,3084.99,17,10
"P75423324","Rosdorf Park","Decor","Not required","Wood",7.4,293,413.99,15,73
"P75423325","Samsung","Appliances","Not required","Steel",10.6,155,243.99,29,40
"P75423326","Bosch","Appliances","Not required","Steel",11.2,747,1187.99,27,44
"P75423327","GE","Appliances","Not Included","Steel",10.5,536,826.99,22,28
"P75423328","Bosch","Appliances","Not required","Steel",10.9,410,621.99,16,35
"P75423329","17 stories","Rugs","Not required","Wool",2.8,347,620.99,22,100
"P75423330","17 stories","Rugs","Not required","Cotton",2.9,453,726.99,23,105
"P75423331","Samsung","Appliances","Not required","Steel",11.2,626,974.99,19,25
"P75423332","Mercury Row","Bedding and bath","Not required","Cotton",1.7,155,190.99,49,143
"P75423333","Rosdorf Park","Decor","Not required","Wood",7.3,734,1185.99,11,76
"P75423334","Everly Quinn","Decor","Not required","Glass",7.6,765,1210.99,14,69
"P75423335","Samsung","Appliances","Not required","Steel",11,740,1146.99,19,42
"P75423336","Mercury Row","Bedding and bath","Not required","Polyester",1.6,372,451.99,45,171
"P75423337","Alwyn Home","Bedding and bath","Not required","Flannel",1.7,194,231.99,47,144
"P75423338","Ashley","Furniture","Not Included","Fabric",45.6,758,1531.99,15,16
"P75423339","17 stories","Rugs","Not required","Cotton",2.6,410,759.99,38,119
